state_code,latitude,longitude,zip_code,city,labels,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
CA,37.792394,-122.402349,94104,San Francisco,1,5/1/2005,11/1/2005,6/5/2008,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,acquired
WA,39.78373,-100.445882,98104,Seattle,0,3/3/2005,12/1/2005,12/27/2012,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,closed
WA,47.582658,-122.135282,98007,Bellevue,1,11/1/2004,4/30/2009,4/30/2009,4.4959,4.4959,0.0,0.0,4,1,10000000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,acquired
NY,40.73901,-73.997259,10011,NY,0,9/1/2010,10/2/2010,10/2/2010,0.0849,0.0849,0.0,0.0,1,1,31000,1,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,closed
CA,37.451026,-122.18676,94025,Menlo Park,1,10/1/2005,7/1/2007,6/23/2008,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,acquired
CO,39.540323,-104.857271,80112,Englewood,1,1/1/2002,11/7/2006,11/7/2006,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,acquired
CA,33.020832,-117.077311,90275,Solana Beach,1,7/1/2006,1/1/2007,3/15/2010,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,acquired
NY,37.402802,-122.117418,10004,New York,1,4/16/2007,5/1/2007,6/1/2009,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
CA,37.782101,-122.389519,94105,San Francisco,1,8/1/2006,8/1/2008,8/17/2009,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
GA,33.7862629,-84.3877936,30309,NW Atlanta,1,10/31/2000,12/20/2002,12/15/2010,2.137,10.1288,10.4164,12.1863,35,4,60704370,3,0,0,0,0,1,transportation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,1,acquired
CA,37.78227879999999,-122.392978,94107,San Francisco,1,4/1/2009,1/1/2010,4/26/2012,0.7534,3.0712,3.9178,4.5041,16,3,2000000,2,1,0,0,0,0,sports,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,1,acquired
CA,37.778551,-122.391686,94107,San Francisco,1,11/1/2008,4/16/2009,7/16/2009,0.4548,0.7041,0.5808,1.737,5,2,1000000,3,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,1,acquired
PA,40.012771,-75.239234,19004,Bala Cynwyd,0,10/17/2007,12/1/2008,3/13/2009,1.126,1.4055,0.7918,1.3973,3,2,200000,2,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,closed
CA,37.628328,-122.420814,94066,San Bruno,0,1/1/2007,11/12/2008,11/12/2008,1.8658,1.8658,0.0,1.863,2,1,2300000,2,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,closed
CA,37.7885714,-122.40359850000002,94108,San Francisco,0,1/1/2006,3/20/2008,3/20/2008,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
CA,37.779624,-122.391236,94107,San Francisco,1,11/1/2003,9/1/2004,8/1/2009,0.8356,5.7534,4.9781,7.0301,13,5,24750000,3,1,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.4,1,acquired
IL,42.055849,-87.694664,60201,Evanston,0,5/15/2005,12/3/2007,10/5/2011,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,closed
CA,37.4305755,-122.0971389,94043,Mountain View,1,1/1/2001,3/28/2005,7/29/2007,4.2384,6.5753,7.0027,7.0027,10,2,30500000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,acquired
CA,33.133524,-117.254593,92010,Carlsbad,0,1/1/2003,7/25/2008,7/13/2011,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.5,1,closed
CA,37.779281,-122.419236,94111,San Francisco,1,1/1/2008,3/4/2010,1/31/2011,2.1726,3.0849,3.0877,4.7753,7,3,6693782,3,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,1,acquired
CA,32.901049,-117.192656,92121,San Diego,0,1/1/1996,6/5/2007,6/5/2007,11.4329,11.4329,0.0,0.0,1,1,20000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,closed
CA,37.316653,-122.05074,95014,Cupertino,1,1/1/2005,6/23/2008,6/23/2008,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
CA,34.090368,-118.393064,90069,West Hollywood,1,6/1/2006,1/1/2007,1/19/2009,0.5863,2.6384,3.5425,6.0712,13,3,16500000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,acquired
CA,37.794891,-122.397901,94111,San Franciso,0,9/1/2008,9/1/2008,9/1/2008,0.0,0.0,3.411,3.411,3,1,250000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0,closed
NY,40.70438220000001,-73.98657170000001,10010,New York,1,8/1/2006,2/1/2007,12/8/2009,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,1,acquired
NY,40.756054,-73.986951,10001,New York,1,9/1/2007,9/1/2007,8/15/2011,0.0,3.9562,4.7616,5.1507,24,5,90000000,3,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,1,acquired
CA,37.797435,-122.403175,94017,San Francisco,1,2/14/2005,2/20/2006,4/9/2012,1.0164,7.1534,5.6959,8.1781,10,4,13075000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,1,acquired
CA,37.388077,-122.08316,94041,Mountain View,1,6/1/2007,12/1/2006,1/1/2007,-0.4986,-0.4137,-0.4986,5.7699,10,2,26000000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,1,acquired
MA,42.504817,-71.195611,1803,Burlington,1,1/1/2008,2/28/2011,9/9/2011,3.1616,3.6904,3.0027,4.5041,6,2,16300000,2,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,acquired
TX,30.409765000000004,-97.75101,78759,Austin,1,1/1/2003,6/14/2007,3/23/2010,4.4521,7.2274,7.0055,7.0055,5,2,5992316,1,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0,acquired
CA,32.962655,-117.189656,92130,San Diego,1,1/1/2007,1/21/2010,1/4/2012,3.0575,5.011,0.0,0.0,2,4,89400001,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.3333,1,acquired
CA,37.4233698,-122.09868590000002,94303,Palo Alto,0,5/10/2005,2/27/2006,2/27/2006,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,closed
NY,40.729839,-73.991781,10003,New York,0,1/1/2009,3/9/2010,5/19/2010,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,1,closed
CA,37.779281,-122.419236,94108,San Francisco,0,1/1/1999,5/7/2008,5/26/2011,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.5,1,closed
NY,40.730646,-73.986614,10013,New York,0,8/29/2006,8/29/2008,8/29/2008,2.0027,2.0027,0.0,0.0,4,1,500000,0,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,closed
CA,34.049767,-118.459387,90405,Santa Monica,1,8/1/2006,8/1/2006,7/18/2013,0.0,6.9671,6.4247,7.3562,19,5,74000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1.75,1,acquired
TX,32.945353999999995,-96.708874,75081,Richardson,1,1/1/2000,2/12/2007,2/12/2007,7.1205,7.1205,0.0,0.0,3,1,18800000,0,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,acquired
MI,42.8138649,-86.02384599999998,49464,Zeeland,0,1/1/2009,5/1/2009,5/1/2009,0.3288,0.3288,-0.4192,-0.4192,3,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
VA,38.969532,-77.385948,20170,Herndon,1,1/1/2009,3/1/2009,3/7/2011,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,0,acquired
NJ,40.944543,-74.075419,7652,Paramus,1,1/1/2005,1/7/2010,1/7/2010,5.0192,5.0192,0.0,0.0,1,1,26100000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,acquired
PA,40.441694,-79.990086,15213,Pittsburgh,0,1/1/2009,5/31/2010,7/8/2011,1.411,2.5151,0.0,0.0,0,2,1213066,0,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,closed
CA,37.425359,-122.1389633,94306,Palo Alto,1,1/1/2008,11/4/2008,3/21/2012,0.8438,4.2219,0.7616,4.9288,18,3,24030000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,1,acquired
CA,37.764169,-122.402021,94110,San Francisco,1,10/1/2006,4/1/2007,3/4/2010,0.4986,3.4247,1.9863,5.9616,14,3,13100000,5,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,1,acquired
NY,40.757929,-73.985506,10010,New York,1,4/1/2008,5/1/2008,1/6/2010,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,acquired
MN,44.9773,-93.265469,55311,Minneapolis,1,1/1/2009,11/7/2011,11/7/2011,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
MA,42.368633,-71.075305,2210,Boston,1,1/1/2005,3/1/2005,7/2/2012,0.1616,7.5041,7.0521,8.6192,45,7,121500000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,1,acquired
CA,37.40909600000001,-121.94319099999998,95134,San Jose,1,1/1/2005,12/22/2005,11/4/2008,0.9726,3.8438,2.0,2.0,18,4,42500000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,1,acquired
NC,35.996653,-78.90180500000002,27713,Durham,1,1/1/2000,6/8/2005,6/1/2006,5.4384,6.4192,6.0055,6.0055,26,2,36000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,1,acquired
CA,37.793949,-122.398062,94111,San Francisco,0,8/1/2005,3/6/2008,3/6/2008,2.5973,2.5973,2.9178,5.4822,7,1,12170000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,closed
NY,40.730646,-73.986614,10005,New York,1,1/1/2002,10/2/2007,10/2/2007,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,acquired
CA,38.88521,-76.998641,94107,San Francisco,1,7/1/2008,11/1/2011,6/7/2012,3.337,3.937,-2.4986,4.7205,5,3,1820000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
WA,30.6324797,-86.9843446,98033,Kirkland,1,10/1/2003,5/6/2008,2/27/2013,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1,acquired
TX,32.960431,-96.83026,75001,Addison,1,1/1/2001,12/20/2007,12/20/2007,6.9699,6.9699,0.0849,11.9699,6,1,5000000,2,0,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,acquired
NY,40.750519,-73.993494,10001,New York,1,1/1/2010,11/3/2010,5/29/2011,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
CA,37.406914,-122.09037,94043,Mountain View,1,1/1/2003,5/6/2005,5/9/2006,2.3452,3.3534,0.0,0.0,3,2,72300000,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,1,acquired
CA,33.685697,-117.825982,92612,Irvine,1,3/6/2009,1/15/2009,4/27/2012,-0.1369999999999999,3.1452,-2.0932,4.4082,3,3,1310000,4,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,acquired
MA,42.479262,-71.152277,1801,Woburn,0,1/1/2003,6/1/2005,10/10/2007,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,closed
NY,40.75166110000001,-73.9843328,10011,New York,1,3/1/2004,6/1/2006,11/25/2008,2.2521,4.7397,5.3370000000000015,7.274,22,3,39007789,5,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,acquired
MA,42.504817,-71.195611,1803,Burlington,1,1/1/2004,1/25/2006,1/25/2006,2.0685,2.0685,-1.9151,-1.9151,3,1,25000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,acquired
MA,42.360253,-71.058291,2210,Boston,1,1/1/2009,5/1/2009,2/4/2011,0.3288,2.0932,1.3288,2.7534,4,3,172500,2,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
NY,40.730646,-73.986614,10013,New York City,1,3/12/2009,11/10/2010,4/22/2011,1.6658,2.1123,2.3041,3.5507,23,2,6100000,2,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1,acquired
CA,37.862592,-122.493561,94939,Larkspur,1,1/1/2004,3/21/2006,12/5/2011,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1,acquired
CA,34.098242,-118.35697,90046,Los Angeles,0,1/8/2011,5/20/2011,5/20/2011,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,closed
WA,47.6399006,-122.1914274,98104,Seattle,1,9/1/2007,1/1/2008,2/25/2013,0.3342,5.4904,2.7507,5.589,14,5,19389998,2,0,0,0,0,1,education,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,1,acquired
CA,37.626166,-122.411025,94066,San Bruno,1,1/1/2000,6/25/2002,10/25/2004,2.4822,4.8192,5.5863,11.9452,21,2,61500000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,1,acquired
CA,37.779281,-122.419236,94108,San Francisco,1,1/1/2007,6/10/2010,6/10/2010,3.4411,3.4411,4.0027,5.7178,6,1,6000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
MA,42.360253,-71.058291,2114,Boston,1,1/1/2004,12/31/2003,1/1/2009,-0.0027,5.0055,4.9507,7.3726,23,4,19100000,6,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,acquired
NY,40.756054,-73.986951,10003,New York,1,10/17/2008,1/6/2009,11/6/2010,0.2219,2.0548,0.0411,3.9178,8,4,3499997,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.5,1,acquired
CA,37.502742,-122.211281,94063,Redwood City,1,3/1/2006,6/1/2007,1/14/2008,1.2521,1.874,4.7178,5.0959,13,3,2600000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,1,acquired
CA,37.779281,-122.419236,94103,San Francisco,1,12/11/2009,7/1/2009,2/3/2011,-0.4466,1.1479,3.0603,3.7479,14,3,2023000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.3333,1,acquired
CA,33.685697,-117.825982,92618,Irvine,1,1/1/2002,2/8/2007,2/8/2007,5.1068,5.1068,0.0,0.0,3,1,25000000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,acquired
CA,34.019657,-118.487549,90404,Santa Monica,1,3/1/2009,11/19/2009,10/3/2012,0.7205,3.5945,2.8384,4.0192,17,4,66000000,4,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,acquired
NY,40.74929,-73.981328,10016,New York,1,9/1/2009,2/1/2011,2/11/2011,1.4192,1.4466,1.663,1.663,5,2,1000000,1,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,0,acquired
CA,37.424298,-122.139809,94306,Palo Alto,1,1/1/2010,5/1/2011,1/24/2012,1.3288,2.063,3.2493,3.7836,11,2,13000000,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,acquired
MA,42.37564,-71.2358,2451,Waltham,0,1/1/1998,9/9/2005,1/10/2012,7.6932,14.0329,12.5041,14.0329,3,3,24150000,2,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,closed
CA,37.354469,-121.990433,95051,Santa Clara,0,1/1/2004,11/2/2009,3/20/2012,5.8411,8.2219,0.0,0.0,4,3,47218498,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3333,1,closed
MA,42.37564,-71.2358,2451,Waltham,1,1/1/2002,8/12/2005,5/17/2006,3.6137,4.3753,0.0,7.9178,1,2,11800000,2,0,0,1,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,1,acquired
NV,35.96544,-115.106579,89052,Henderson,0,9/1/2008,4/7/2010,11/5/2010,1.5973,2.1781,0.0822,0.0822,2,2,2387481,1,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1,closed
MA,42.346743,-71.07663199999998,2116,Boston,1,1/1/2000,11/1/2000,8/1/2007,0.8356,7.5863,11.589,13.5863,35,4,33000000,5,0,0,1,0,0,consulting,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,1,acquired
VA,38.872668,-77.367981,22102,McLean,1,1/1/2005,9/3/2007,11/18/2008,2.6712,3.8822,4.0027,7.3205,4,2,7500000,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,acquired
CA,37.404788,-121.940842,95134,San Jose,1,1/1/2000,9/29/2006,9/29/2006,6.7479,6.7479,4.0027,4.0027,3,1,25000000,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,acquired
CA,37.386778,-121.966277,95054,Santa Clara,1,1/1/2002,9/16/2005,12/14/2010,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,1,acquired
CA,37.444531,-122.163352,94301,Palo Alto,1,1/1/2008,11/1/2008,11/24/2009,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,1,acquired
CA,37.37968400000001,-121.97514,95054,Santa Clara,1,8/29/2003,12/5/2005,1/12/2010,2.2712,6.3781,0.0,0.0,8,6,53816776,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,1,acquired
NY,37.809782,-122.417306,10003,New York,1,6/1/2005,4/1/2005,5/1/2006,-0.1671,0.9151,2.674,8.3836,15,2,3500000,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.5,1,acquired
CA,37.388869,-122.072353,94041,Mountain View,1,4/1/2007,4/27/2012,4/27/2012,5.0767,5.0767,4.7562,6.0466,7,1,5000000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,acquired
CA,37.384756,-122.087712,94010,Burlingame,1,6/1/2007,6/1/2007,12/14/2009,0.0,2.5397,3.7699,5.9233,9,3,2515000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6667,1,acquired
MA,42.6161515,-71.3258687,1851,Lowell,1,1/1/2006,2/1/2007,7/1/2008,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
CA,34.01695,-118.451933,90405,Santa Monica,0,1/1/2004,8/1/2006,1/1/2008,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,closed
WA,47.614422,-122.192337,98004,Bellevue,0,1/1/2001,4/18/2005,4/18/2005,4.2959,4.2959,5.0027,5.0027,3,1,5000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,closed
NY,40.825655,-73.46762199999998,11797,Woodbury,1,1/1/2001,6/28/2005,6/28/2005,4.4904,4.4904,0.0,0.0,2,1,11000000,0,0,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1,acquired
CA,37.381876,-121.95993,95054,Santa Clara,1,1/1/2000,1/1/2001,4/1/2008,1.0027,8.2548,0.0,0.0,6,4,68400000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,1,acquired
CA,37.779281,-122.419236,94103,San Francisco,1,1/1/2007,2/1/2010,4/12/2011,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,1,acquired
NY,40.730646,-73.986614,10010,New York,0,4/1/2006,12/1/2006,3/4/2008,0.6685,1.926,0.0,0.0,2,2,10800000,1,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,closed
NY,40.729839,-73.991781,10003,New York,1,5/9/2005,5/1/2005,8/1/2010,-0.0219,5.2329,5.7616,7.4877,31,5,37000000,3,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,1,acquired
CA,37.419347,-122.089639,94043,Mountain View,1,1/1/2004,7/10/2006,7/10/2006,2.5233,2.5233,4.0027,9.8849,5,1,7660000,3,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,acquired
MA,42.537592,-71.51201,1460,Littleton,1,1/1/2005,5/5/2005,3/23/2010,0.3397,5.2247,3.0,6.0329,5,4,48730000,3,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,1,acquired
CA,34.054935,-118.244476,90032,Los Angeles,0,1/1/2009,1/1/2009,6/1/2010,0.0,1.4137,1.4137,1.4137,1,2,3350000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,1,closed
CA,34.141876,-118.132377,91203,Glendale,0,9/1/2003,7/17/2007,11/10/2010,3.8767,7.1973,2.6658,7.1973,3,4,28000000,2,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,1,closed
TX,30.2702703,-97.742204,78701,Austin,1,1/1/2010,7/1/2011,7/1/2011,1.4959,1.4959,2.0849,2.0849,5,1,2500000,1,0,0,0,1,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
IL,41.889474,-87.628912,60610,Chicago,1,2/1/2004,6/1/2004,4/1/2005,0.3315,1.1644,2.0795,9.3507,16,2,8000000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,acquired
NY,40.73901,-73.997259,10011,New York,1,10/1/2007,5/1/2008,5/26/2009,0.5836,1.6521,0.6329,4.263,6,2,540000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1,acquired
CA,37.780716,-122.39391299999998,94107,San Francisco,1,1/1/2006,1/1/2006,4/1/2007,0.0,1.2466,1.0,5.4384,4,2,3100000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,acquired
NY,40.750519,-73.993494,10001,New York,1,4/4/2009,5/7/2010,8/1/2011,1.0904,2.326,2.8301,4.6904,8,2,1200000,2,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,acquired
NY,40.752516,-73.973072,10017,New York,0,6/1/2007,6/1/2007,6/1/2007,0.0,0.0,0.1096,0.1096,2,1,5000000,1,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,closed
